"County","Year","Female Population","Male Population"
"Carlow","1841","42428","43800"
"Carlow","1842","41554","42926"
"Carlow","1843","40680","42052"
"Carlow","1844","39806","41178"
"Carlow","1845","38932","40304"
"Carlow","1846","38058","39430"
"Carlow","1847","37185","38557"
"Carlow","1848","36311","37683"
"Carlow","1849","35437","36809"
"Carlow","1850","34563","35935"
"Carlow","1851","33016","35062"
"Carlow","1852","32409","34455"
"Carlow","1853","31803","33849"
"Carlow","1854","31196","33242"
"Carlow","1855","30590","32636"
"Carlow","1856","29983","32029"
"Carlow","1857","29377","31423"
"Carlow","1858","28771","30817"
"Carlow","1859","28164","30210"
"Carlow","1860","27558","29604"
"Carlow","1861","28139","28998"
"Carlow","1862","27857","28716"
"Carlow","1863","27576","28435"
"Carlow","1864","27295","28154"
"Carlow","1865","27014","27873"
"Carlow","1866","26732","27591"
"Carlow","1867","26451","27310"
"Carlow","1868","26170","27029"
"Carlow","1869","25889","26748"
"Carlow","1870","25608","26467"
"Carlow","1871","25464","26186"
"Carlow","1872","25194","25916"
"Carlow","1873","24924","25646"
"Carlow","1874","24655","25377"
"Carlow","1875","24385","25107"
"Carlow","1876","24116","24838"
"Carlow","1877","23846","24568"
"Carlow","1878","23576","24298"
"Carlow","1879","23307","24029"
"Carlow","1880","23037","23759"
"Carlow","1881","23078","23490"
"Carlow","1882","22767","23179"
"Carlow","1883","22456","22868"
"Carlow","1884","22146","22558"
"Carlow","1885","21835","22247"
"Carlow","1886","21525","21937"
"Carlow","1887","21214","21626"
"Carlow","1888","20903","21315"
"Carlow","1889","20593","21005"
"Carlow","1890","20282","20694"
"Carlow","1891","20552","20384"
"Carlow","1892","20387","20219"
"Carlow","1893","20223","20055"
"Carlow","1894","20058","19890"
"Carlow","1895","19894","19726"
"Carlow","1896","19729","19561"
"Carlow","1897","19565","19397"
"Carlow","1898","19400","19232"
"Carlow","1899","19236","19068"
"Carlow","1900","19071","18903"
"Carlow","1901","19009","18739"
"Carlow","1902","18912","18642"
"Carlow","1903","18815","18545"
"Carlow","1904","18718","18448"
"Carlow","1905","18621","18351"
"Carlow","1906","18525","18255"
"Carlow","1907","18428","18158"
"Carlow","1908","18331","18061"
"Carlow","1909","18234","17964"
"Carlow","1910","18137","17867"
"Carlow","1911","18481","17771"
"Carlow","1912","18407","17697"
"Carlow","1913","18334","17624"
"Carlow","1914","18261","17551"
"Carlow","1915","18188","17478"
"Carlow","1916","18115","17405"
"Carlow","1917","18042","17332"
"Carlow","1918","17969","17259"
"Carlow","1919","17895","17185"
"Carlow","1920","17822","17112"
"Carlow","1921","17749","17039"
"Carlow","1922","17676","16966"
"Carlow","1923","17603","16893"
"Carlow","1924","17530","16820"
"Carlow","1925","17457","16747"
"Carlow","1926","17802","16674"
"Carlow","1927","17773","16645"
"Carlow","1928","17744","16616"
"Carlow","1929","17715","16587"
"Carlow","1930","17686","16558"
"Carlow","1931","17658","16530"
"Carlow","1932","17629","16501"
"Carlow","1933","17600","16472"
"Carlow","1934","17571","16443"
"Carlow","1935","17542","16414"
"Carlow","1936","18066","16386"
"Carlow","1937","18065","16385"
"Carlow","1938","18064","16384"
"Carlow","1939","18063","16383"
"Carlow","1940","18063","16383"
"Carlow","1941","18062","16382"
"Carlow","1942","18061","16381"
"Carlow","1943","18061","16381"
"Carlow","1944","18060","16380"
"Carlow","1945","18059","16379"
"Carlow","1946","17702","16379"
"Carlow","1947","17689","16366"
"Carlow","1948","17676","16353"
"Carlow","1949","17663","16340"
"Carlow","1950","17650","16327"
"Carlow","1951","17848","16314"
"Carlow","1952","17829","16295"
"Carlow","1953","17811","16277"
"Carlow","1954","17792","16258"
"Carlow","1955","17774","16240"
"Carlow","1956","17666","16222"
"Carlow","1957","17618","16174"
"Carlow","1958","17570","16126"
"Carlow","1959","17522","16078"
"Carlow","1960","17474","16030"
"Carlow","1961","17360","15982"
"Carlow","1962","17418","16040"
"Carlow","1963","17476","16098"
"Carlow","1964","17534","16156"
"Carlow","1965","17592","16214"
"Carlow","1966","17320","16273"
"Carlow","1967","17412","16365"
"Carlow","1968","17504","16457"
"Carlow","1969","17597","16550"
"Carlow","1970","17689","16642"
"Carlow","1971","17502","16735"
"Carlow","1972","17775","17008"
"Carlow","1973","18049","17282"
"Carlow","1974","18323","17556"
"Carlow","1975","18597","17830"
"Carlow","1976","18870","18103"
"Carlow","1977","19144","18377"
"Carlow","1978","19418","18651"
"Carlow","1979","19743","18925"
"Carlow","1980","20093","19275"
"Carlow","1981","20195","19625"
"Carlow","1982","20304","19734"
"Carlow","1983","20413","19843"
"Carlow","1984","20523","19953"
"Carlow","1985","20632","20062"
"Carlow","1986","20816","20172"
"Carlow","1987","20813","20169"
"Carlow","1988","20810","20166"
"Carlow","1989","20807","20163"
"Carlow","1990","20804","20160"
"Carlow","1991","20785","20157"
"Carlow","1992","20859","20231"
"Carlow","1993","20934","20306"
"Carlow","1994","21008","20380"
"Carlow","1995","21083","20455"
"Carlow","1996","21086","20530"
"Carlow","1997","21432","20876"
"Carlow","1998","21779","21223"
"Carlow","1999","22126","21570"
"Carlow","2000","22473","21917"
"Carlow","2001","22820","22264"
"Carlow","2002","23403","22611"
"Carlow","2003","24153","23361"
"Carlow","2004","24903","24111"
"Carlow","2005","25653","24861"
"Carlow","2006","24738","25611"
"Carlow","2007","25102","25975"
"Carlow","2008","25466","26339"
"Carlow","2009","25830","26703"
"Carlow","2010","26194","27067"
"Carlow","2011","27181","27431"
"Carlow","2012","27387","27637"
"Carlow","2013","27594","27844"
"Carlow","2014","27801","28051"
"Carlow","2015","28008","28258"
"Carlow","2016","28467","28465"
"Cavan","1841","120814","122344"
"Cavan","1842","117325","118855"
"Cavan","1843","113837","115367"
"Cavan","1844","110349","111879"
"Cavan","1845","106860","108390"
"Cavan","1846","103372","104902"
"Cavan","1847","99884","101414"
"Cavan","1848","96395","97925"
"Cavan","1849","92907","94437"
"Cavan","1850","89419","90949"
"Cavan","1851","86610","87461"
"Cavan","1852","85504","86355"
"Cavan","1853","84398","85249"
"Cavan","1854","83292","84143"
"Cavan","1855","82186","83037"
"Cavan","1856","81080","81931"
"Cavan","1857","79975","80826"
"Cavan","1858","78869","79720"
"Cavan","1859","77763","78614"
"Cavan","1860","76657","77508"
"Cavan","1861","77503","76403"
"Cavan","1862","76888","75788"
"Cavan","1863","76273","75173"
"Cavan","1864","75658","74558"
"Cavan","1865","75044","73944"
"Cavan","1866","74429","73329"
"Cavan","1867","73814","72714"
"Cavan","1868","73200","72100"
"Cavan","1869","72585","71485"
"Cavan","1870","71970","70870"
"Cavan","1871","70479","70256"
"Cavan","1872","69937","69714"
"Cavan","1873","69395","69172"
"Cavan","1874","68853","68630"
"Cavan","1875","68312","68089"
"Cavan","1876","67770","67547"
"Cavan","1877","67228","67005"
"Cavan","1878","66687","66464"
"Cavan","1879","66145","65922"
"Cavan","1880","65603","65380"
"Cavan","1881","64637","64839"
"Cavan","1882","63667","63869"
"Cavan","1883","62698","62900"
"Cavan","1884","61728","61930"
"Cavan","1885","60759","60961"
"Cavan","1886","59789","59991"
"Cavan","1887","58820","59022"
"Cavan","1888","57851","58053"
"Cavan","1889","56881","57083"
"Cavan","1890","55912","56114"
"Cavan","1891","56772","55145"
"Cavan","1892","56002","54375"
"Cavan","1893","55233","53606"
"Cavan","1894","54464","52837"
"Cavan","1895","53695","52068"
"Cavan","1896","52926","51299"
"Cavan","1897","52157","50530"
"Cavan","1898","51388","49761"
"Cavan","1899","50619","48992"
"Cavan","1900","49850","48223"
"Cavan","1901","50087","47454"
"Cavan","1902","49684","47051"
"Cavan","1903","49282","46649"
"Cavan","1904","48879","46246"
"Cavan","1905","48477","45844"
"Cavan","1906","48074","45441"
"Cavan","1907","47672","45039"
"Cavan","1908","47270","44637"
"Cavan","1909","46867","44234"
"Cavan","1910","46465","43832"
"Cavan","1911","47743","43430"
"Cavan","1912","47441","43128"
"Cavan","1913","47139","42826"
"Cavan","1914","46837","42524"
"Cavan","1915","46535","42222"
"Cavan","1916","46233","41920"
"Cavan","1917","45931","41618"
"Cavan","1918","45629","41316"
"Cavan","1919","45328","41015"
"Cavan","1920","45026","40713"
"Cavan","1921","44724","40411"
"Cavan","1922","44422","40109"
"Cavan","1923","44120","39807"
"Cavan","1924","43818","39505"
"Cavan","1925","43516","39203"
"Cavan","1926","43550","38902"
"Cavan","1927","43182","38534"
"Cavan","1928","42814","38166"
"Cavan","1929","42446","37798"
"Cavan","1930","42078","37430"
"Cavan","1931","41710","37062"
"Cavan","1932","41343","36695"
"Cavan","1933","40975","36327"
"Cavan","1934","40607","35959"
"Cavan","1935","40239","35591"
"Cavan","1936","41446","35224"
"Cavan","1937","41147","34925"
"Cavan","1938","40848","34626"
"Cavan","1939","40549","34327"
"Cavan","1940","40250","34028"
"Cavan","1941","39951","33729"
"Cavan","1942","39652","33430"
"Cavan","1943","39353","33131"
"Cavan","1944","39054","32832"
"Cavan","1945","38755","32533"
"Cavan","1946","38121","32234"
"Cavan","1947","37712","31825"
"Cavan","1948","37303","31416"
"Cavan","1949","36894","31007"
"Cavan","1950","36485","30598"
"Cavan","1951","36187","30190"
"Cavan","1952","35861","29864"
"Cavan","1953","35536","29539"
"Cavan","1954","35210","29213"
"Cavan","1955","34885","28888"
"Cavan","1956","33177","28563"
"Cavan","1957","32727","28113"
"Cavan","1958","32278","27664"
"Cavan","1959","31829","27215"
"Cavan","1960","31380","26766"
"Cavan","1961","30277","26317"
"Cavan","1962","30057","26097"
"Cavan","1963","29837","25877"
"Cavan","1964","29618","25658"
"Cavan","1965","29398","25438"
"Cavan","1966","28803","25219"
"Cavan","1967","28719","25135"
"Cavan","1968","28635","25051"
"Cavan","1969","28551","24967"
"Cavan","1970","28467","24883"
"Cavan","1971","27819","24799"
"Cavan","1972","27896","24876"
"Cavan","1973","27973","24953"
"Cavan","1974","28051","25031"
"Cavan","1975","28128","25108"
"Cavan","1976","28205","25185"
"Cavan","1977","28283","25263"
"Cavan","1978","28360","25340"
"Cavan","1979","28302","25418"
"Cavan","1980","28351","25467"
"Cavan","1981","28338","25517"
"Cavan","1982","28387","25566"
"Cavan","1983","28436","25615"
"Cavan","1984","28485","25664"
"Cavan","1985","28534","25713"
"Cavan","1986","28202","25763"
"Cavan","1987","28145","25706"
"Cavan","1988","28089","25650"
"Cavan","1989","28033","25594"
"Cavan","1990","27977","25538"
"Cavan","1991","27314","25482"
"Cavan","1992","27350","25518"
"Cavan","1993","27386","25554"
"Cavan","1994","27422","25590"
"Cavan","1995","27458","25626"
"Cavan","1996","27281","25663"
"Cavan","1997","27592","25974"
"Cavan","1998","27903","26285"
"Cavan","1999","28214","26596"
"Cavan","2000","28526","26908"
"Cavan","2001","28837","27219"
"Cavan","2002","29015","27531"
"Cavan","2003","30361","28877"
"Cavan","2004","31707","30223"
"Cavan","2005","33053","31569"
"Cavan","2006","31088","32915"
"Cavan","2007","31907","33734"
"Cavan","2008","32727","34554"
"Cavan","2009","33546","35373"
"Cavan","2010","34366","36193"
"Cavan","2011","36170","37013"
"Cavan","2012","36433","37276"
"Cavan","2013","36696","37539"
"Cavan","2014","36960","37803"
"Cavan","2015","37223","38066"
"Cavan","2016","37846","38330"
"Clare","1841","144109","142285"
"Clare","1842","140729","138905"
"Clare","1843","137349","135525"
"Clare","1844","133969","132145"
"Clare","1845","130589","128765"
"Clare","1846","127210","125386"
"Clare","1847","123830","122006"
"Clare","1848","120450","118626"
"Clare","1849","117070","115246"
"Clare","1850","113690","111866"
"Clare","1851","103953","108487"
"Clare","1852","101480","106014"
"Clare","1853","99008","103542"
"Clare","1854","96536","101070"
"Clare","1855","94063","98597"
"Clare","1856","91591","96125"
"Clare","1857","89119","93653"
"Clare","1858","86646","91180"
"Clare","1859","84174","88708"
"Clare","1860","81702","86236"
"Clare","1861","82541","83764"
"Clare","1862","81606","82829"
"Clare","1863","80672","81895"
"Clare","1864","79738","80961"
"Clare","1865","78804","80027"
"Clare","1866","77870","79093"
"Clare","1867","76935","78158"
"Clare","1868","76001","77224"
"Clare","1869","75067","76290"
"Clare","1870","74133","75356"
"Clare","1871","73442","74422"
"Clare","1872","73039","74019"
"Clare","1873","72637","73617"
"Clare","1874","72235","73215"
"Clare","1875","71832","72812"
"Clare","1876","71430","72410"
"Clare","1877","71028","72008"
"Clare","1878","70625","71605"
"Clare","1879","70223","71203"
"Clare","1880","69821","70801"
"Clare","1881","71058","70399"
"Clare","1882","70152","69493"
"Clare","1883","69247","68588"
"Clare","1884","68341","67682"
"Clare","1885","67436","66777"
"Clare","1886","66531","65872"
"Clare","1887","65625","64966"
"Clare","1888","64720","64061"
"Clare","1889","63814","63155"
"Clare","1890","62909","62250"
"Clare","1891","63138","61345"
"Clare","1892","62498","60705"
"Clare","1893","61858","60065"
"Clare","1894","61218","59425"
"Clare","1895","60579","58786"
"Clare","1896","59939","58146"
"Clare","1897","59299","57506"
"Clare","1898","58660","56867"
"Clare","1899","58020","56227"
"Clare","1900","57380","55587"
"Clare","1901","57386","54948"
"Clare","1902","56926","54488"
"Clare","1903","56467","54029"
"Clare","1904","56008","53570"
"Clare","1905","55548","53110"
"Clare","1906","55089","52651"
"Clare","1907","54630","52192"
"Clare","1908","54170","51732"
"Clare","1909","53711","51273"
"Clare","1910","53252","50814"
"Clare","1911","53877","50355"
"Clare","1912","53519","49997"
"Clare","1913","53162","49640"
"Clare","1914","52804","49282"
"Clare","1915","52447","48925"
"Clare","1916","52089","48567"
"Clare","1917","51732","48210"
"Clare","1918","51374","47852"
"Clare","1919","51017","47495"
"Clare","1920","50659","47137"
"Clare","1921","50302","46780"
"Clare","1922","49944","46422"
"Clare","1923","49587","46065"
"Clare","1924","49229","45707"
"Clare","1925","48872","45350"
"Clare","1926","50071","44993"
"Clare","1927","49763","44685"
"Clare","1928","49456","44378"
"Clare","1929","49149","44071"
"Clare","1930","48842","43764"
"Clare","1931","48535","43457"
"Clare","1932","48228","43150"
"Clare","1933","47921","42843"
"Clare","1934","47614","42536"
"Clare","1935","47307","42229"
"Clare","1936","47957","41922"
"Clare","1937","47736","41701"
"Clare","1938","47515","41480"
"Clare","1939","47294","41259"
"Clare","1940","47073","41038"
"Clare","1941","46852","40817"
"Clare","1942","46632","40597"
"Clare","1943","46411","40376"
"Clare","1944","46190","40155"
"Clare","1945","45969","39934"
"Clare","1946","45350","39714"
"Clare","1947","44978","39342"
"Clare","1948","44606","38970"
"Clare","1949","44235","38599"
"Clare","1950","43863","38227"
"Clare","1951","43473","37856"
"Clare","1952","43163","37546"
"Clare","1953","42853","37236"
"Clare","1954","42544","36927"
"Clare","1955","42234","36617"
"Clare","1956","40868","36308"
"Clare","1957","40566","36006"
"Clare","1958","40264","35704"
"Clare","1959","39962","35402"
"Clare","1960","39660","35100"
"Clare","1961","38904","34798"
"Clare","1962","38930","34824"
"Clare","1963","38956","34850"
"Clare","1964","38983","34877"
"Clare","1965","39009","34903"
"Clare","1966","38667","34930"
"Clare","1967","38882","35145"
"Clare","1968","39097","35360"
"Clare","1969","39312","35575"
"Clare","1970","39527","35790"
"Clare","1971","39002","36006"
"Clare","1972","39623","36627"
"Clare","1973","40244","37248"
"Clare","1974","40865","37869"
"Clare","1975","41486","38490"
"Clare","1976","42107","39111"
"Clare","1977","42728","39732"
"Clare","1978","43349","40353"
"Clare","1979","43945","40974"
"Clare","1980","44558","41587"
"Clare","1981","45366","42201"
"Clare","1982","45812","42647"
"Clare","1983","46258","43093"
"Clare","1984","46704","43539"
"Clare","1985","47150","43985"
"Clare","1986","46913","44431"
"Clare","1987","46937","44455"
"Clare","1988","46961","44479"
"Clare","1989","46985","44503"
"Clare","1990","47009","44527"
"Clare","1991","46367","44551"
"Clare","1992","46700","44884"
"Clare","1993","47033","45217"
"Clare","1994","47366","45550"
"Clare","1995","47699","45883"
"Clare","1996","47789","46217"
"Clare","1997","48621","47049"
"Clare","1998","49454","47882"
"Clare","1999","50287","48715"
"Clare","2000","51120","49548"
"Clare","2001","51953","50381"
"Clare","2002","52063","51214"
"Clare","2003","53271","52422"
"Clare","2004","54480","53631"
"Clare","2005","55688","54839"
"Clare","2006","54902","56048"
"Clare","2007","55352","56498"
"Clare","2008","55802","56948"
"Clare","2009","56252","57398"
"Clare","2010","56702","57848"
"Clare","2011","58898","58298"
"Clare","2012","58995","58395"
"Clare","2013","59092","58492"
"Clare","2014","59190","58590"
"Clare","2015","59287","58687"
"Clare","2016","60032","58785"
"Cork","1841","420551","433567"
"Cork","1842","410310","423326"
"Cork","1843","400069","413085"
"Cork","1844","389828","402844"
"Cork","1845","379587","392603"
"Cork","1846","369347","382363"
"Cork","1847","359106","372122"
"Cork","1848","348865","361881"
"Cork","1849","338624","351640"
"Cork","1850","328383","341399"
"Cork","1851","318149","331159"
"Cork","1852","312551","325561"
"Cork","1853","306953","319963"
"Cork","1854","301355","314365"
"Cork","1855","295757","308767"
"Cork","1856","290160","303170"
"Cork","1857","284562","297572"
"Cork","1858","278964","291974"
"Cork","1859","273366","286376"
"Cork","1860","267768","280778"
"Cork","1861","269637","275181"
"Cork","1862","268220","273764"
"Cork","1863","266803","272347"
"Cork","1864","265386","270930"
"Cork","1865","263970","269514"
"Cork","1866","262553","268097"
"Cork","1867","261136","266680"
"Cork","1868","259720","265264"
"Cork","1869","258303","263847"
"Cork","1870","256886","262430"
"Cork","1871","256062","261014"
"Cork","1872","254916","259868"
"Cork","1873","253771","258723"
"Cork","1874","252626","257578"
"Cork","1875","251481","256433"
"Cork","1876","250336","255288"
"Cork","1877","249191","254143"
"Cork","1878","248046","252998"
"Cork","1879","246901","251853"
"Cork","1880","245756","250708"
"Cork","1881","246044","249563"
"Cork","1882","242932","246451"
"Cork","1883","239820","243339"
"Cork","1884","236708","240227"
"Cork","1885","233596","237115"
"Cork","1886","230484","234003"
"Cork","1887","227372","230891"
"Cork","1888","224260","227779"
"Cork","1889","221148","224667"
"Cork","1890","218036","221555"
"Cork","1891","219988","218444"
"Cork","1892","218375","216831"
"Cork","1893","216762","215218"
"Cork","1894","215149","213605"
"Cork","1895","213536","211992"
"Cork","1896","211923","210379"
"Cork","1897","210310","208766"
"Cork","1898","208697","207153"
"Cork","1899","207084","205540"
"Cork","1900","205471","203927"
"Cork","1901","202297","202314"
"Cork","1902","201524","201541"
"Cork","1903","200751","200768"
"Cork","1904","199979","199996"
"Cork","1905","199206","199223"
"Cork","1906","198433","198450"
"Cork","1907","197661","197678"
"Cork","1908","196888","196905"
"Cork","1909","196116","196133"
"Cork","1910","195343","195360"
"Cork","1911","197516","194588"
"Cork","1912","196713","193785"
"Cork","1913","195911","192983"
"Cork","1914","195109","192181"
"Cork","1915","194307","191379"
"Cork","1916","193504","190576"
"Cork","1917","192702","189774"
"Cork","1918","191900","188972"
"Cork","1919","191098","188170"
"Cork","1920","190296","187368"
"Cork","1921","189493","186565"
"Cork","1922","188691","185763"
"Cork","1923","187889","184961"
"Cork","1924","187087","184159"
"Cork","1925","186285","183357"
"Cork","1926","183192","182555"
"Cork","1927","182570","181933"
"Cork","1928","181948","181311"
"Cork","1929","181326","180689"
"Cork","1930","180704","180067"
"Cork","1931","180083","179446"
"Cork","1932","179461","178824"
"Cork","1933","178839","178202"
"Cork","1934","178217","177580"
"Cork","1935","177595","176958"
"Cork","1936","179620","176337"
"Cork","1937","179242","175959"
"Cork","1938","178864","175581"
"Cork","1939","178486","175203"
"Cork","1940","178108","174825"
"Cork","1941","177730","174447"
"Cork","1942","177352","174069"
"Cork","1943","176974","173691"
"Cork","1944","176596","173313"
"Cork","1945","176218","172935"
"Cork","1946","171110","172558"
"Cork","1947","170682","172130"
"Cork","1948","170254","171702"
"Cork","1949","169826","171274"
"Cork","1950","169398","170846"
"Cork","1951","170865","170419"
"Cork","1952","170523","170077"
"Cork","1953","170181","169735"
"Cork","1954","169840","169394"
"Cork","1955","169498","169052"
"Cork","1956","167952","168711"
"Cork","1957","167356","168115"
"Cork","1958","166761","167520"
"Cork","1959","166166","166925"
"Cork","1960","165571","166330"
"Cork","1961","164708","165735"
"Cork","1962","165499","166526"
"Cork","1963","166291","167318"
"Cork","1964","167082","168109"
"Cork","1965","167874","168901"
"Cork","1966","170010","169693"
"Cork","1967","171290","170973"
"Cork","1968","172571","172254"
"Cork","1969","173852","173535"
"Cork","1970","175133","174816"
"Cork","1971","176786","176097"
"Cork","1972","179395","178706"
"Cork","1973","182004","181315"
"Cork","1974","184614","183925"
"Cork","1975","187223","186534"
"Cork","1976","189832","189143"
"Cork","1977","192442","191753"
"Cork","1978","195051","194362"
"Cork","1979","199146","196972"
"Cork","1980","200698","198524"
"Cork","1981","202388","200077"
"Cork","1982","203625","201314"
"Cork","1983","204863","202552"
"Cork","1984","206100","203789"
"Cork","1985","207338","205027"
"Cork","1986","206470","206265"
"Cork","1987","206382","206177"
"Cork","1988","206294","206089"
"Cork","1989","206207","206002"
"Cork","1990","206119","205914"
"Cork","1991","204542","205827"
"Cork","1992","205643","206928"
"Cork","1993","206744","208029"
"Cork","1994","207845","209130"
"Cork","1995","208946","210231"
"Cork","1996","209177","211333"
"Cork","1997","211540","213696"
"Cork","1998","213903","216059"
"Cork","1999","216266","218422"
"Cork","2000","218629","220785"
"Cork","2001","220992","223148"
"Cork","2002","222317","225512"
"Cork","2003","226142","229337"
"Cork","2004","229968","233163"
"Cork","2005","233793","236988"
"Cork","2006","240481","240814"
"Cork","2007","243812","244145"
"Cork","2008","247143","247476"
"Cork","2009","250474","250807"
"Cork","2010","253805","254138"
"Cork","2011","261562","257470"
"Cork","2012","263803","259711"
"Cork","2013","266044","261952"
"Cork","2014","268285","264193"
"Cork","2015","270526","266434"
"Cork","2016","274193","268675"
"Donegal","1841","145821","150627"
"Donegal","1842","143801","148607"
"Donegal","1843","141782","146588"
"Donegal","1844","139763","144569"
"Donegal","1845","137744","142550"
"Donegal","1846","135724","140530"
"Donegal","1847","133705","138511"
"Donegal","1848","131686","136492"
"Donegal","1849","129667","134473"
"Donegal","1850","127648","132454"
"Donegal","1851","124723","130435"
"Donegal","1852","123831","129543"
"Donegal","1853","122940","128652"
"Donegal","1854","122048","127760"
"Donegal","1855","121157","126869"
"Donegal","1856","120265","125977"
"Donegal","1857","119374","125086"
"Donegal","1858","118482","124194"
"Donegal","1859","117591","123303"
"Donegal","1860","116699","122411"
"Donegal","1861","115875","121520"
"Donegal","1862","114948","120593"
"Donegal","1863","114021","119666"
"Donegal","1864","113095","118740"
"Donegal","1865","112168","117813"
"Donegal","1866","111241","116886"
"Donegal","1867","110315","115960"
"Donegal","1868","109388","115033"
"Donegal","1869","108462","114107"
"Donegal","1870","107535","113180"
"Donegal","1871","106080","112254"
"Donegal","1872","105391","111565"
"Donegal","1873","104702","110876"
"Donegal","1874","104013","110187"
"Donegal","1875","103324","109498"
"Donegal","1876","102635","108809"
"Donegal","1877","101946","108120"
"Donegal","1878","101257","107431"
"Donegal","1879","100568","106742"
"Donegal","1880","99879","106053"
"Donegal","1881","100671","105364"
"Donegal","1882","99550","104243"
"Donegal","1883","98429","103122"
"Donegal","1884","97308","102001"
"Donegal","1885","96188","100881"
"Donegal","1886","95067","99760"
"Donegal","1887","93946","98639"
"Donegal","1888","92826","97519"
"Donegal","1889","91705","96398"
"Donegal","1890","90584","95277"
"Donegal","1891","91478","94157"
"Donegal","1892","90790","93469"
"Donegal","1893","90102","92781"
"Donegal","1894","89414","92093"
"Donegal","1895","88726","91405"
"Donegal","1896","88038","90717"
"Donegal","1897","87350","90029"
"Donegal","1898","86662","89341"
"Donegal","1899","85974","88653"
"Donegal","1900","85286","87965"
"Donegal","1901","86444","87278"
"Donegal","1902","86107","86941"
"Donegal","1903","85770","86604"
"Donegal","1904","85433","86267"
"Donegal","1905","85096","85930"
"Donegal","1906","84759","85593"
"Donegal","1907","84423","85257"
"Donegal","1908","84086","84920"
"Donegal","1909","83749","84583"
"Donegal","1910","83412","84246"
"Donegal","1911","84627","83910"
"Donegal","1912","83993","83276"
"Donegal","1913","83360","82643"
"Donegal","1914","82726","82009"
"Donegal","1915","82093","81376"
"Donegal","1916","81459","80742"
"Donegal","1917","80826","80109"
"Donegal","1918","80192","79475"
"Donegal","1919","79559","78842"
"Donegal","1920","78925","78208"
"Donegal","1921","78292","77575"
"Donegal","1922","77658","76941"
"Donegal","1923","77025","76308"
"Donegal","1924","76391","75674"
"Donegal","1925","75758","75041"
"Donegal","1926","78100","74408"
"Donegal","1927","77497","73805"
"Donegal","1928","76895","73203"
"Donegal","1929","76293","72601"
"Donegal","1930","75691","71999"
"Donegal","1931","75089","71397"
"Donegal","1932","74486","70794"
"Donegal","1933","73884","70192"
"Donegal","1934","73282","69590"
"Donegal","1935","72680","68988"
"Donegal","1936","73924","68386"
"Donegal","1937","73690","68152"
"Donegal","1938","73456","67918"
"Donegal","1939","73222","67684"
"Donegal","1940","72988","67450"
"Donegal","1941","72754","67216"
"Donegal","1942","72521","66983"
"Donegal","1943","72287","66749"
"Donegal","1944","72053","66515"
"Donegal","1945","71819","66281"
"Donegal","1946","70269","66048"
"Donegal","1947","69772","65551"
"Donegal","1948","69276","65055"
"Donegal","1949","68779","64558"
"Donegal","1950","68283","64062"
"Donegal","1951","67964","63566"
"Donegal","1952","67129","62731"
"Donegal","1953","66295","61897"
"Donegal","1954","65461","61063"
"Donegal","1955","64627","60229"
"Donegal","1956","62664","59395"
"Donegal","1957","61853","58584"
"Donegal","1958","61042","57773"
"Donegal","1959","60231","56962"
"Donegal","1960","59420","56151"
"Donegal","1961","58501","55341"
"Donegal","1962","58021","54861"
"Donegal","1963","57541","54381"
"Donegal","1964","57062","53902"
"Donegal","1965","56582","53422"
"Donegal","1966","55606","52943"
"Donegal","1967","55601","52938"
"Donegal","1968","55596","52933"
"Donegal","1969","55592","52929"
"Donegal","1970","55587","52924"
"Donegal","1971","55424","52920"
"Donegal","1972","56223","53719"
"Donegal","1973","57022","54518"
"Donegal","1974","57821","55317"
"Donegal","1975","58620","56116"
"Donegal","1976","59419","56915"
"Donegal","1977","60218","57714"
"Donegal","1978","61017","58513"
"Donegal","1979","62629","59312"
"Donegal","1980","63548","60231"
"Donegal","1981","63962","61150"
"Donegal","1982","64483","61671"
"Donegal","1983","65005","62193"
"Donegal","1984","65526","62714"
"Donegal","1985","66048","63236"
"Donegal","1986","65906","63758"
"Donegal","1987","65814","63666"
"Donegal","1988","65722","63574"
"Donegal","1989","65631","63483"
"Donegal","1990","65539","63391"
"Donegal","1991","64817","63300"
"Donegal","1992","65051","63534"
"Donegal","1993","65286","63769"
"Donegal","1994","65521","64004"
"Donegal","1995","65756","64239"
"Donegal","1996","65520","64474"
"Donegal","1997","66200","65154"
"Donegal","1998","66881","65835"
"Donegal","1999","67562","66516"
"Donegal","2000","68243","67197"
"Donegal","2001","68924","67878"
"Donegal","2002","69016","68559"
"Donegal","2003","70368","69911"
"Donegal","2004","71721","71264"
"Donegal","2005","73074","72617"
"Donegal","2006","73294","73970"
"Donegal","2007","74604","75280"
"Donegal","2008","75915","76591"
"Donegal","2009","77225","77901"
"Donegal","2010","78536","79212"
"Donegal","2011","80614","80523"
"Donegal","2012","80313","80222"
"Donegal","2013","80013","79922"
"Donegal","2014","79713","79622"
"Donegal","2015","79413","79322"
"Donegal","2016","80170","79022"
"Dublin","1841","170930","201843"
"Dublin","1842","172531","203444"
"Dublin","1843","174133","205046"
"Dublin","1844","175735","206648"
"Dublin","1845","177337","208250"
"Dublin","1846","178938","209851"
"Dublin","1847","180540","211453"
"Dublin","1848","182142","213055"
"Dublin","1849","183744","214657"
"Dublin","1850","185346","216259"
"Dublin","1851","187286","217861"
"Dublin","1852","187381","217956"
"Dublin","1853","187477","218052"
"Dublin","1854","187572","218147"
"Dublin","1855","187668","218243"
